"Sr. No.","Domain Name","URL Length","Is IP as Host name","Is .exe present","Is www present","FTP used",".js used","Files in URL","css used","Digit to alphabet ratio","Special Char to Alphabet Ratio","Uppercase to LowercaseRatio","Domain to URL Ratio","Numeric Character","English Letters","Special Characters","Dots","Semicolon","Underscore","Question Mark","Hash Character","Equals","Percentage Character","Ampersand","Dash","Delimiters","At Character","Tilde","Double Slash","Is Hashed","TLD","Digit to alphabet distance","Https in URL","File Extention","TLD in Subdomain","TLD in path","https in host name","Host name length","Path length","Query length","Word based distribution","Is English word","Is Meaningful","Is Pronounceable","Is random","Unigram","Bigram","Trigram","Sensitive Words","Is domain suspicious","Levenshtein Distance","Entropy","Hyphenstring","Homoglyph","Vowel string","Bitsquatting","Insertion string","Omission","Repeatition","Replacement","Subdomain","Transposition","Addition string","Google Search Feature","IP Address","ASN Number","ASN Country Code","ASN CIDR","ASN Postal Code","ASN creation date","ASN updation date","Total images in webpage","Total links","Number of parameter","Number of fragments","Body tags in source","Meta tag in source","Div tag in source","Fake link in status bar","Right click disable","Popup window","mailto: present","Frame tag present","Is title tag empty","Eval() function","Escape() function","Exec() Function","Search() function","Is image only in webpage","Domain Age in Days","Label"
11,"kakao.com",21,"False","False","False","False","False","False","False",0,0.3125,0,0.619,0,16,5,2,0,0,0,0,0,0,0,0,0,0,0,1,"False","com",0,"True","False","False","False","False",13,0,0,"True","True","False","False","True",0,0,0,0,"False",9,3.5945,"No_hyphen","No_homo_str","['kokao', 'kakuo', 'kakae', 'kakio', 'kakaa', 'kakai']","['iakao', 'cakao', 'kekao', 'kqkao', 'kaiao', 'kacao', 'kakeo', 'kakqo', 'kakam', 'kakag']","['kakoao', 'kaskao', 'kamkao', 'kaksao', 'kakayo', 'kaokao', 'kakaqo', 'kakaso', 'kaka2o', 'kakjao', 'k2akao', 'kakazo', 'kajkao', 'kyakao', 'k1akao', 'kaikao', 'ka1kao', 'kakiao', 'kwakao']","['akao', 'kkao']","['kakaoo', 'kakaao']","['kaoao', 'oakao', 'kakak', 'kakzo', 'kzkao', 'kak1o', 'kakwo', 'k2kao', 'kakqo', 'makao', 'kaiao', 'kakap', 'kskao', 'k1kao', 'kwkao']","['ka.kao']","['kkaao', 'kakoa']","['kakaob', 'kakaod', 'kakaof', 'kakaoh', 'kakaoj', 'kakaol', 'kakaon', 'kakaop', 'kakaor', 'kakaot', 'kakaov', 'kakaox', 'kakaoz']",1,"211.249.221.27",7625,"KR","211.249.0.0/16",0,"0000-00-00T00:00:00","0000-00-00T00:00:00",5,78,0,0,1,10,35,"False","False","False","False","False","False",0,0,0,0,"False",0,0
12,"wayfair.com",23,"False","False","False","False","False","False","False",0,0.2778,0,0.6522,0,18,5,2,0,0,0,0,0,0,0,0,0,0,0,1,"False","com",0,"True","False","False","False","False",15,0,0,"True","True","False","False","True",0,0,0,0,"False",9,3.8279,"['fair']","No_homo_str","['wayfuir', 'wayfeir', 'wayfiir', 'woyfair', 'wayfoir', 'wiyfair']","['uayfair', 'gayfair', 'wcyfair', 'wiyfair', 'waxfair', 'waifair', 'waygair', 'waybair', 'wayvair', 'wayfeir', 'wayfqir', 'wayfakr', 'wayfaar', 'wayfais', 'wayfaiv', 'wayfaib']","['wayfaior', 'wayfasir', 'wayfdair', 'wayfa2ir', 'way6fair', 'wasyfair', 'wayafair', 'wayvfair', 'wahyfair', 'wayfcair', 'wayftair', 'wayfrair', 'wayhfair', 'wayrfair', 'wayfai9r', 'wayfawir', 'waayfair', 'wayfsair', 'way7fair', 'wayf1air', 'wayfayir', 'wayfaiur', 'wayfai8r', 'watyfair', 'wayfa8ir', 'wayfvair', 'wayxfair', 'wayfa9ir', 'wayf2air', 'waqyfair', 'wzayfair', 'wayfgair', 'wqayfair']","['wafair', 'wayfir', 'wayfar']","['waayfair', 'wayfaair', 'wayfairr']","['wayfaur', 'wzyfair', '3ayfair', 'wwyfair', 'wayf1ir', 'wayfyir', 'wayfa8r', 'wayfait', 'wayfsir', 'xayfair', 'waycair', 'aayfair', 'wayfaie', 'wayvair', 'wqyfair', 'wayfaif', 'wayfajr', 'waydair', 'wahfair', 'wayfai5', 'wayfzir', 'sayfair', 'waytair', 'wagfair']","['wa.yfair', 'wayf.air']","['wyafair', 'wayafir', 'wayfari']","['wayfairb', 'wayfaird', 'wayfairf', 'wayfairh', 'wayfairj', 'wayfairl', 'wayfairn', 'wayfairp', 'wayfairr', 'wayfairt', 'wayfairv', 'wayfairx', 'wayfairz']",1,"23.202.189.122",55410,"US","23.192.0.0/11",2142,"2013-07-12T00:00:00","2013-08-09T00:00:00",1,0,0,0,1,16,9,"False","False","False","True","True","False",0,0,0,0,"False",3026,0
13,"imagetwist.com",26,"False","False","False","False","False","False","False",0,0.2381,0,0.6923,0,21,5,2,0,0,0,0,0,0,0,0,0,0,0,1,"False","com",0,"True","False","False","False","False",18,0,0,"True","True","False","False","True",0,0,0,7,"False",73,3.7004,"['agetwist']","No_homo_str","['imigetwist', 'imagetwast', 'imugetwist', 'imagetwist', 'imagetwost', 'imagetwest', 'omagetwist', 'imegetwist']","['kmagetwist', 'amagetwist', 'ilagetwist', 'iiagetwist', 'i-agetwist', 'imegetwist', 'imqgetwist', 'imaeetwist', 'imaoetwist', 'imagdtwist', 'imagatwist', 'imagutwist', 'imagevwist', 'imagedwist', 'imagetvist', 'imagetsist', 'imaget7ist', 'imagetwkst', 'imagetwast', 'imagetwirt', 'imagetwiwt', 'imagetwi3t', 'imagetwisv', 'imagetwisd']","['ima2getwist', 'im2agetwist', 'imagsetwist', 'imagetzwist', 'imageytwist', 'imagetwkist', 'imaget6wist', 'imagetwiqst', 'imagbetwist', 'imagetwiyst', 'image6twist', 'imagtetwist', 'imzagetwist', 'imagetw2ist', 'imageftwist', 'imawgetwist', 'imagetwoist', 'imaqgetwist', 'imaget2wist', 'imagetwisqt', 'imqagetwist', 'imagetqwist', 'ikmagetwist', 'imlagetwist', 'imafgetwist', 'imaget3wist', 'ilmagetwist', 'imagetwxist', 'imagetewist', 'imagetwiset', 'imagetwiast', 'image4twist', 'imagwetwist', 'imaygetwist', 'imagetawist', 'imagestwist', 'ima1getwist', 'imnagetwist', 'imagetwiszt', 'imaghetwist', 'imaget5wist', 'imag4etwist', 'imabgetwist', 'imagertwist', 'imagetwuist', 'imagetxwist', 'imagretwist', 'imagetw8ist', 'imagzetwist', 'imagetwjist', 'imagetwidst']","['imaetwist', 'imgetwist', 'imagtwist', 'magetwist', 'imagewist']","['immagetwist', 'imagettwist', 'imagetwisst', 'imagetwistt', 'imagetwiist']","['umagetwist', 'imagetaist', 'imagetwixt', 'kmagetwist', 'imagetxist', '8magetwist', 'im1getwist', 'imagstwist', 'imagetwkst', 'im2getwist', 'imafetwist', 'imagetw9st', 'imagetwiat', 'imavetwist', 'imzgetwist', 'imahetwist', 'imwgetwist', 'imagetwiwt', 'imagrtwist', 'imagetwisg', 'ilagetwist', '9magetwist', 'imagetwjst', 'imag4twist', 'imatetwist', 'imazetwist', 'imagetwiqt', 'imagwtwist', 'imayetwist', 'imagetwis5', 'imagezwist', 'imagetwiyt', 'imageywist']","['im.agetwist', 'imag.etwist', 'imaget.wist', 'imagetwi.st']","['iamgetwist', 'imaegtwist', 'imagewtist', 'imagetwsit']","['imagetwistb', 'imagetwistd', 'imagetwistf', 'imagetwisth', 'imagetwistj', 'imagetwistl', 'imagetwistn', 'imagetwistp', 'imagetwistr', 'imagetwistt', 'imagetwistv', 'imagetwistx', 'imagetwistz']",1,"104.27.202.89",13335,"US","104.16.0.0/12",94107,"2014-03-28T00:00:00","2021-05-26T00:00:00",3,17,0,0,1,3,20,"False","False","False","False","True","False",0,0,0,0,"False",2767,0
14,"westernjournal.com",30,"False","False","False","False","False","False","False",0,0.2,0,0.7333,0,25,5,2,0,0,0,0,0,0,0,0,0,0,0,1,"False","com",0,"True","False","False","False","False",22,0,0,"True","True","False","False","True",0,0,0,36,"False",9,4.0151,"['ern', 'nal']","No_homo_str","['westernjoernal', 'westernjournel', 'westernjoarnal', 'westirnjournal', 'westornjournal', 'westernjiurnal', 'wusternjournal', 'westurnjournal', 'westernjoirnal', 'westernjournul']","['uesternjournal', 'gesternjournal', 'wdsternjournal', 'wasternjournal', 'wusternjournal', 'weqternjournal', 'wecternjournal', 'wesuernjournal', 'wespernjournal', 'wes4ernjournal', 'westgrnjournal', 'westmrnjournal', 'westesnjournal', 'westevnjournal', 'westebnjournal', 'westerojournal', 'westerjjournal', 'westernkournal', 'westernnournal', 'westernzournal', 'westernjmurnal', 'westernjgurnal', 'westernjowrnal', 'westernjoernal', 'westernjousnal', 'westernjouvnal', 'westernjoubnal', 'westernjouroal', 'westernjourjal', 'westernjourncl', 'westernjournil', 'westernjournam', 'westernjournah']","['wewsternjournal', 'westernjournbal', 'west4ernjournal', 'westerfnjournal', 'wes6ternjournal', 'westzernjournal', 'westernjournasl', 'westernjour5nal', 'wwesternjournal', 'wesaternjournal', 'westeernjournal', 'westernjolurnal', 'wes5ternjournal', 'westernjournmal', 'wedsternjournal', 'westernj9ournal', 'westertnjournal', 'wesqternjournal', 'wzesternjournal', 'westernjokurnal', 'westdernjournal', 'westernjmournal', 'weste5rnjournal', 'westernjourna1l', 'weseternjournal', 'westernjourjnal', 'westefrnjournal', 'westernjoudrnal', 'westernjournzal', 'westernjournyal', 'wesfternjournal', 'westernjpournal', 'wdesternjournal', 'westerrnjournal', 'westernbjournal', 'westgernjournal', 'westernkjournal', 'weswternjournal', 'weasternjournal', 'westernjourbnal', 'wesdternjournal', 'westernjourtnal', 'westezrnjournal', 'westernujournal', 'west6ernjournal', 'westesrnjournal', 'westernjourdnal', 'westernjouernal', 'westernjnournal', 'west5ernjournal', 'westfernjournal', 'westernjkournal', 'westernjoyurnal', 'weste3rnjournal', 'westernjoiurnal', 'westernjoufrnal', 'wesxternjournal', 'westernj0ournal', 'weqsternjournal', 'westernjournayl', 'wsesternjournal', 'wesrternjournal', 'westernjo0urnal', 'westernjou8rnal', 'westernjournhal', 'westernjozurnal', 'westernjourna2l', 'wexsternjournal']","['westernjounal', 'westernjurnal', 'westrnjournal', 'westenjournal', 'weternjournal', 'westerjournal', 'westernjournl']","['westernjoournal', 'wessternjournal', 'westernjournall', 'westernjouurnal', 'westernjournaal', 'weesternjournal', 'westernnjournal']","['wesrernjournal', 'westernjourn1l', 'wssternjournal', 'westerniournal', 'w3sternjournal', 'westernmournal', 'westernjohrnal', 'westednjournal', 'wezternjournal', 'westernjou4nal', 'westernjozrnal', 'wewternjournal', 'westerhjournal', 'west3rnjournal', 'westernjou5nal', 'westernj0urnal', 'wrsternjournal', 'westrrnjournal', 'westernjournyl', 'westernjkurnal', 'weaternjournal', 'west4rnjournal', 'westernjournql', 'westefnjournal', 'wes5ernjournal', 'westernjournsl', 'weeternjournal', 'wdsternjournal', 'wexternjournal', 'westsrnjournal', 'westernj9urnal', 'wedternjournal', 'westernjournao', 'westernuournal', 'westermjournal', 'westernjournzl', 'westernjoyrnal', 'westernjourjal', 'wzsternjournal', 'westernjourhal', 'westernjo8rnal', 'weste4njournal', 'westwrnjournal']","['we.sternjournal', 'west.ernjournal', 'wester.njournal', 'westernj.ournal', 'westernjou.rnal', 'westernjourn.al']","['wseternjournal', 'wesetrnjournal', 'westenrjournal', 'westernojurnal', 'westernjorunal', 'westernjouranl']","['westernjournalb', 'westernjournald', 'westernjournalf', 'westernjournalh', 'westernjournalj', 'westernjournall', 'westernjournaln', 'westernjournalp', 'westernjournalr', 'westernjournalt', 'westernjournalv', 'westernjournalx', 'westernjournalz']",1,"104.22.38.75",13335,"US","104.16.0.0/12",94107,"2014-03-28T00:00:00","2021-05-26T00:00:00",51,270,0,0,1,22,276,"False","False","False","True","True","False",11,0,2,2,"False",2767,0
15,"dafont.com",22,"False","False","False","False","False","False","False",0,0.2941,0,0.6364,0,17,5,2,0,0,0,0,0,0,0,0,0,0,0,1,"False","com",0,"True","False","False","False","False",14,0,0,"True","True","False","False","True",0,0,0,0,"False",9,3.7544,"['font']","No_homo_str","['difont', 'dafint', 'dufont', 'dofont']","['fafont', 'tafont', 'defont', 'dqfont', 'dadont', 'danont', 'dafnnt', 'dafknt', 'dafoot', 'dafojt', 'dafonu', 'dafonp', 'dafon4']","['d2afont', 'dafolnt', 'daf0ont', 'daqfont', 'dafo9nt', 'dawfont', 'da2font', 'dasfont', 'dayfont', 'dafcont', 'd1afont', 'dafohnt', 'dafojnt', 'dadfont', 'dafopnt', 'dafoint', 'dafonmt', 'dsafont', 'dafobnt', 'darfont', 'dyafont', 'dafo0nt', 'dacfont']","['dfont', 'dafnt', 'dafon']","['dafontt', 'daffont', 'dafonnt']","['dafknt', 'dzfont', 'dqfont', 'daflnt', 'd2font', 'datont', 'dafoht', 'cafont', 'dyfont', 'dafong', 'dafobt', 'daront', 'fafont', 'eafont', 'dacont', 'dafonz', 'dafojt', 'dafon6']","['da.font', 'dafo.nt']","['dfaont', 'dafnot']","['dafontb', 'dafontd', 'dafontf', 'dafonth', 'dafontj', 'dafontl', 'dafontn', 'dafontp', 'dafontr', 'dafontt', 'dafontv', 'dafontx', 'dafontz']",1,"87.98.168.164",16276,"FR","87.98.128.0/18",0,"0000-00-00T00:00:00","0000-00-00T00:00:00",0,0,0,0,1,5,77,"False","False","False","False","True","False",0,0,0,0,"False",0,0
16,"livestrong.com",26,"False","False","False","False","False","False","False",0,0.2381,0,0.6923,0,21,5,2,0,0,0,0,0,0,0,0,0,0,0,1,"False","com",0,"True","False","False","False","False",18,0,0,"True","True","False","False","True",0,0,0,8,"False",9,4.027,"['strong']","No_homo_str","['livestreng', 'livastrong', 'lavestrong', 'livestrong', 'livestring', 'livistrong']","['nivestrong', 'divestrong', 'lkvestrong', 'lavestrong', 'liwestrong', 'lirestrong', 'li6estrong', 'livgstrong', 'livmstrong', 'livertrong', 'livewtrong', 'live3trong', 'livesvrong', 'livesdrong', 'livestsong', 'livestvong', 'livestbong', 'livestrnng', 'livestrkng', 'livestroog', 'livestrojg', 'livestronf', 'livestronc', 'livestronw']","['livesdtrong', 'lijvestrong', 'libvestrong', 'li8vestrong', 'livest5rong', 'livfestrong', 'livestro0ng', 'live4strong', 'livdestrong', 'liveestrong', 'livest4rong', 'livestrohng', 'livestgrong', 'liv3estrong', 'livestrolng', 'ljivestrong', 'liovestrong', 'livesztrong', 'livestrokng', 'lkivestrong', 'liveystrong', 'livedstrong', 'livesstrong', 'livwestrong', 'livestromng', 'li9vestrong', 'livestropng', 'livestreong', 'likvestrong', 'livestyrong', 'livesgtrong', 'livzestrong', 'livesterong', 'ligvestrong', 'live3strong', 'livesetrong', 'lives6trong', 'livestronhg', 'livesftrong', 'livestzrong', 'livewstrong', 'livest6rong', 'loivestrong', 'l9ivestrong']","['livestrng', 'livesrong', 'livestron', 'livetrong', 'liestrong']","['livesstrong', 'livestrongg', 'livesttrong', 'llivestrong', 'livestroong']","['lives5rong', 'livestrojg', 'oivestrong', 'livesttong', 'livwstrong', 'livestronv', 'livsstrong', 'ligestrong', 'livestronb', 'livesrrong', 'livesteong', 'livesfrong', 'livestrobg', 'livedtrong', 'mivestrong', 'livestrkng', 'liveqtrong', 'livestrohg', 'lovestrong', 'livestr9ng', 'livestronh', 'livestdong', 'liveztrong', 'livestrony', 'liv4strong', 'livestronf', 'livesgrong', 'liveszrong', 'livewtrong']","['li.vestrong', 'live.strong', 'livest.rong', 'livestro.ng']","['lviestrong', 'livsetrong', 'livesrtong', 'livestrnog']","['livestrongb', 'livestrongd', 'livestrongf', 'livestrongh', 'livestrongj', 'livestrongl', 'livestrongn', 'livestrongp', 'livestrongr', 'livestrongt', 'livestrongv', 'livestrongx', 'livestrongz']",1,"23.58.101.219",16625,"US","23.64.0.0/14, 23.32.0.0/11",2142,"2011-05-16T00:00:00","2012-03-02T00:00:00",49,87,0,0,1,25,339,"False","False","False","False","True","False",0,0,0,0,"False",3814,0
17,"bitconnect.co",25,"False","False","False","False","False","False","False",0,0.25,0,0.68,0,20,5,2,0,0,0,0,0,0,0,0,0,0,0,1,"False","co",0,"True","False","False","False","False",17,0,0,"True","True","False","False","True",0,0,0,2,"False",9,3.6235,"['con']","No_homo_str","['batconnect', 'betconnect', 'botconnect', 'bitcunnect', 'bitconnuct', 'bitconnact']","['fitconnect', 'ritconnect', 'bktconnect', 'batconnect', 'biuconnect', 'bipconnect', 'bi4connect', 'bitaonnect', 'bitkonnect', 'bitcnnnect', 'bitcknnect', 'bitcoonect', 'bitcojnect', 'bitconoect', 'bitconject', 'bitconndct', 'bitconnact', 'bitconnuct', 'bitconneat', 'bitconnekt', 'bitconnecu', 'bitconnecp', 'bitconnec4']","['bitconnbect', 'bitconjnect', 'bitfconnect', 'bitvconnect', 'bitc0onnect', 'bitcdonnect', 'birtconnect', 'biytconnect', 'bitconne3ct', 'bitconnesct', 'bitc9onnect', 'bitxconnect', 'bitcxonnect', 'bitconnezct', 'bitconndect', 'biftconnect', 'bitconnewct', 'bitconnecdt', 'biutconnect', 'bitgconnect', 'bitclonnect', 'boitconnect', 'bitcionnect', 'biotconnect', 'biktconnect', 'bjitconnect', 'bitcopnnect', 'bitco0nnect', 'bitconnecxt', 'bitconnmect', 'bitrconnect', 'bitconhnect', 'bitcoknnect', 'bitconnevct', 'biztconnect', 'b9itconnect', 'bityconnect', 'bitconnrect', 'bitconnzect']","['biconnect', 'btconnect', 'bitcnnect', 'bitconnct']","['bbitconnect', 'bitconneect', 'bittconnect', 'bitcconnect']","['bitcinnect', 'bi6connect', 'bitxonnect', 'birconnect', 'bitcojnect', 'bitconbect', 'biyconnect', 'bitconnecg', 'vitconnect', 'bitconnec6', 'bitfonnect', 'bitconn3ct', 'bitconnec5', 'bitclnnect', 'bitcpnnect', 'bitc9nnect', 'bitconneft', 'bitconhect', 'hitconnect', 'bitconmect', 'gitconnect', 'bi5connect', 'b9tconnect', 'bitconnecr', 'bjtconnect', 'bitconnrct']","['bi.tconnect', 'bitc.onnect', 'bitcon.nect', 'bitconne.ct']","['bticonnect', 'bitocnnect', 'bitconenct', 'bitconnetc']","['bitconnectb', 'bitconnectd', 'bitconnectf', 'bitconnecth', 'bitconnectj', 'bitconnectl', 'bitconnectn', 'bitconnectp', 'bitconnectr', 'bitconnectt', 'bitconnectv', 'bitconnectx', 'bitconnectz']",1,"104.21.58.217",13335,"US","104.16.0.0/12",94107,"2014-03-28T00:00:00","2021-05-26T00:00:00",1,3,0,0,1,14,159,"False","False","False","False","False","False",0,0,0,0,"False",2767,0
18,"bitly.com",21,"False","False","False","False","False","False","False",0,0.3125,0,0.619,0,16,5,2,0,0,0,0,0,0,0,0,0,0,0,1,"False","com",0,"True","False","False","False","False",13,0,0,"True","True","False","False","True",0,0,0,30,"False",9,3.749,"['ly']","No_homo_str","['bitly', 'butly']","['fitly', 'ritly', 'bktly', 'batly', 'biuly', 'biply', 'bi4ly', 'bitny', 'bitdy', 'bitlq', 'bitl9']","['bitkly', 'b8itly', 'bjitly', 'bi8tly', 'boitly', 'birtly', 'biftly', 'bitloy', 'biktly', 'bitrly', 'bitzly', 'bi9tly', 'b9itly', 'bi6tly', 'bijtly', 'bigtly', 'bitmly']","['bitl', 'btly']","['bittly', 'bitlyy']","['bitky', 'nitly', 'b9tly', 'bitoy', 'bktly', 'bitpy', 'gitly', 'bi6ly', 'bitlh', 'botly', 'bitmy', 'bi5ly', 'bitl6', 'bigly', 'bizly']","['bi.tly']","['btily', 'bityl']","['bitlyb', 'bitlyd', 'bitlyf', 'bitlyh', 'bitlyj', 'bitlyl', 'bitlyn', 'bitlyp', 'bitlyr', 'bitlyt', 'bitlyv', 'bitlyx', 'bitlyz']",0,"67.199.248.14",396982,"US","67.199.248.0/24",10010,"2016-05-31T00:00:00","2019-03-13T00:00:00",41,102,0,0,1,18,105,"False","False","False","False","True","False",0,0,0,0,"False",1972,0
19,"sapo.pt",19,"False","False","False","False","False","False","False",0,0.3571,0,0.5789,0,14,5,2,0,0,0,0,0,0,0,0,0,0,0,1,"False","pt",0,"True","False","False","False","False",11,0,0,"True","True","False","False","True",0,0,0,9,"False",9,3.1814,"No_hyphen","No_homo_str","['sopo', 'sapu', 'sapi', 'sape']","['qapo', 'capo', 'scpo', 'sipo', 'saqo', 'sato', 'sa0o', 'sapm', 'sapg']","['sqapo', 'sampo', 'sa2po', 'salpo', 'sapmo', 'sa0po', 'sapoo', 'syapo', 'sawpo', 'saspo', 'ssapo']","['sap', 'apo']","['saapo', 'ssapo']","['salo', 'sapl', 'zapo', 'yapo', 'swpo', 'sapp', 'sa0o', 'aapo', 'sqpo', 'szpo', 's2po', 'wapo']","['sa.po']","['spao']","['sapob', 'sapod', 'sapof', 'sapoh', 'sapoj', 'sapol', 'sapon', 'sapop', 'sapor', 'sapot', 'sapov', 'sapox', 'sapoz']",1,"213.13.146.142",3243,"PT","213.13.0.0/16",0,"0000-00-00T00:00:00","0000-00-00T00:00:00",141,494,0,0,1,26,1312,"False","False","False","False","True","False",0,0,1,0,"False",0,0
20,"nikkei.com",22,"False","False","False","False","False","False","False",0,0.2941,0,0.6364,0,17,5,2,0,0,0,0,0,0,0,0,0,0,0,1,"False","com",0,"True","False","False","False","False",14,0,0,"True","True","False","False","True",0,0,0,4,"False",9,3.7888,"No_hyphen","No_homo_str","['nokkei', 'nikkeo', 'nikkei', 'nakkei', 'nikkoi', 'nikkeu']","['likkei', 'fikkei', 'nkkkei', 'nakkei', 'nijkei', 'niokei', 'nikjei', 'nikoei', 'nikkdi', 'nikkai', 'nikkui', 'nikkek', 'nikkea']","['nikjkei', 'nikk4ei', 'nikkdei', 'nikk3ei', 'nikkeri', 'njikkei', 'ni9kkei', 'nikksei', 'nimkkei', 'nikkjei', 'nikkmei', 'nikkrei', 'nikkkei', 'noikkei', 'nikkiei', 'niikkei', 'nilkkei', 'nikke3i', 'niklkei']","['nkkei', 'nikki']","['nikkeii', 'nikkkei']","['nikkej', 'nikiei', 'nijkei', 'nokkei', 'nikke9', 'nikkwi', 'bikkei', 'nikjei', 'niklei', 'nikk4i', 'njkkei', 'nikkeu', 'n8kkei', 'nikkdi', 'nikksi', 'mikkei']","['ni.kkei', 'nikk.ei']","['nkikei', 'nikkie']","['nikkeib', 'nikkeid', 'nikkeif', 'nikkeih', 'nikkeij', 'nikkeil', 'nikkein', 'nikkeip', 'nikkeir', 'nikkeit', 'nikkeiv', 'nikkeix', 'nikkeiz']",5,"199.232.254.132",54113,"US","199.232.0.0/16",94107,"2016-04-14T00:00:00","2016-04-14T00:00:00",116,1567,0,0,1,19,859,"False","False","False","False","False","False",0,0,0,0,"False",2019,0
21,"cbc.ca",18,"False","False","False","False","False","False","False",0,0.3846,0,0.5556,0,13,5,2,0,0,0,0,0,0,0,0,0,0,0,1,"False","ca",0,"True","False","False","False","False",10,0,0,"True","True","False","False","True",0,0,0,17,"False",9,3.3083,"No_hyphen","No_homo_str","No_vowel_result","['abc', 'kbc', 'ccc', 'cjc', 'cbb', 'cbg', 'cbs']","['chbc', 'cbgc', 'cbvc', 'cbnc']","['cb']","['ccbc']","['cbf', 'vbc', 'xbc', 'cgc', 'cnc', 'cbv']","No_subdomain_str","['ccb']","['cbcb', 'cbcd', 'cbcf', 'cbch', 'cbcj', 'cbcl', 'cbcn', 'cbcp', 'cbcr', 'cbct', 'cbcv', 'cbcx', 'cbcz']",6,"23.57.246.7",16625,"US","23.64.0.0/14, 23.32.0.0/11",2142,"2011-05-16T00:00:00","2012-03-02T00:00:00",45,83,0,0,1,20,433,"False","False","False","False","True","False",0,0,0,0,"False",3814,0
22,"searchtuner.com",27,"False","False","False","False","False","False","False",0,0.2273,0,0.7037,0,22,5,2,0,0,0,0,0,0,0,0,0,0,0,1,"False","com",0,"True","False","False","False","False",19,0,0,"True","True","False","False","True",0,0,0,0,"False",44,3.8842,"['tuner']","No_homo_str","['searchtiner', 'searchtunor', 'seerchtuner', 'saarchtuner', 'searchtaner', 'suarchtuner', 'searchtuner', 'seurchtuner']","['qearchtuner', 'cearchtuner', 'sdarchtuner', 'saarchtuner', 'suarchtuner', 'seerchtuner', 'seqrchtuner', 'seapchtuner', 'seazchtuner', 'sea2chtuner', 'searahtuner', 'searkhtuner', 'searcituner', 'searcltuner', 'searchuuner', 'searchpuner', 'search4uner', 'searchtwner', 'searchtener', 'searchtuoer', 'searchtujer', 'searchtundr', 'searchtunar', 'searchtunur', 'searchtunep', 'searchtunez', 'searchtune2']","['searcht7uner', 'se4archtuner', 'searchtunmer', 'sezarchtuner', 'seazrchtuner', 'seadrchtuner', 'searchtune4r', 'searcbhtuner', 'searcxhtuner', 'se1archtuner', 'sear5chtuner', 'se2archtuner', 'searchtunesr', 'searcht8uner', 'searchtunwer', 'searchtunjer', 'searxchtuner', 'searcnhtuner', 'searcht6uner', 'searchrtuner', 'sedarchtuner', 'sesarchtuner', 'sea1rchtuner', 'searchthuner', 'searcdhtuner', 'searchtunewr', 'searchtubner', 'sdearchtuner', 'searchtuhner', 's3earchtuner', 'searchtunezr', 'sea5rchtuner', 'seyarchtuner', 'searechtuner', 'searchtguner', 'searcyhtuner', 'searchtruner', 'searcfhtuner', 'searchntuner', 'se3archtuner', 'seartchtuner', 'ssearchtuner', 'searcht5uner', 'seqarchtuner', 'searchztuner', 'searchftuner', 'searcvhtuner', 'searchtiuner', 'szearchtuner', 'searchtune3r']","['serchtuner', 'searchuner', 'sarchtuner', 'searhtuner', 'searchtune']","['searchtunerr', 'searrchtuner', 'searcchtuner', 'searchtunner', 'searchttuner']","['wearchtuner', 'seadchtuner', 'searchtune4', 'searchtuber', 'searchtuned', 'srarchtuner', 's3archtuner', 'searchtzner', 'aearchtuner', 'seafchtuner', 'seyrchtuner', 'searcztuner', 'searcytuner', 'sesrchtuner', 'searcht8ner', 'szarchtuner', 'searcutuner', 'seqrchtuner', 'searchtuher', 'searcntuner', 'searchtujer', 'xearchtuner', 'searchzuner', 'searchruner', 'searcbtuner', 'searchtunef', 'searxhtuner', 'sezrchtuner', 'searchtumer', 'search5uner', 'searcjtuner', 'searchtjner', 'yearchtuner', 'swarchtuner', 'sewrchtuner']","['se.archtuner', 'sear.chtuner', 'search.tuner', 'searchtu.ner']","['saerchtuner', 'seacrhtuner', 'searcthuner', 'searchtnuer', 'searchtunre']","['searchtunerb', 'searchtunerd', 'searchtunerf', 'searchtunerh', 'searchtunerj', 'searchtunerl', 'searchtunern', 'searchtunerp', 'searchtunerr', 'searchtunert', 'searchtunerv', 'searchtunerx', 'searchtunerz']",0,"54.254.43.115",16509,"US","54.224.0.0/11",98109,"2012-03-01T00:00:00","2021-02-10T00:00:00",6,5,0,0,1,7,38,"False","False","False","False","False","False",0,0,1,0,"False",3524,0
